lat,lon,panoid,year,month
53.347262,-6.254319,9lCXIrmrPExktNH3R4Fc9Q,2012,12
53.347263,-6.254435,_fkkaa-O_4nxbNTSd4i2pg,2012,12
53.347265,-6.251451,CFrZXS37Q8wezzxARs16_A,2014,5
53.347266,-6.255906,tB5Ls6wgilmjNGHWjef35A,2014,6
53.347266,-6.254298,GAiBIxNcZ8sKGXB7-vFUww,2012,12
53.347268,-6.254458,P2MOGnltlloK3dXxOaTl6Q,2012,12
53.347272,-6.254274,RmHhNgG4IUp7yoaq1vVpcA,2012,12
53.347273,-6.253919,zif16Z9Ipu0qzHmT-VrSEw,2010,9
53.347273,-6.253907,bK8zEeFrWGv72BZf7S66Cg,2017,4
53.347273,-6.255004,ErmBhz5QquSXQrEXDFCAUg,2017,4
53.347277,-6.254445,ijvqqc8e7SFQDWisq1Qrtw,2012,12
53.347282,-6.251867,S_w4DnTiqA7QbiZKZPNeww,2017,4
53.347284,-6.254264,Wg2mxMLeE2JBlb6NMKlAeQ,2012,12
53.347287,-6.254959,5HGqJS8D-RI4dUo0_zB5vA,2014,6
53.347288,-6.251878,8a6g9R1nYKkIWLiBgJIOcQ,2012,7
53.347289,-6.251873,cm0oyuAKPnhyddyIJB7h0Q,2009,9
53.347291,-6.254280,ClSVJKu0ec_18wPp8fX8yw,2012,12
53.347292,-6.251541,RQ9An1XSYBB6oJCPL7e_aw,2014,5
53.347298,-6.251560,xTN_AN9k6xXeFxlF7DZmQg,2010,10
53.347300,-6.254269,wlfHnXSGptPQqkxtuJx3MQ,2012,12
53.347301,-6.251871,yAClmgPXJOLSAVoW6TtTmQ,2014,6
53.347302,-6.253908,K4PMGKXzhA_wx5f3bdo-qQ,2014,5
53.347314,-6.251497,u1l7r3pJAigj0ScNWPpwqw,2009,9
53.347318,-6.251600,mRqveZYQLaftDP5iZxncDw,2010,10
53.347331,-6.251615,Rpbb9GMDbbaaUxc570UdeQ,2014,5
53.347346,-6.251856,F0JO-BDmJVh7zD6X3cUwaA,2009,9
53.347348,-6.253893,SOwm6WuXKbfK9amtWveGdA,2017,4
53.347350,-6.255914,YH-P5ZxrH0LnPmzg5U8TMw,2014,6
53.347351,-6.255020,EPqbSzCKilm2GqEOkAXwMA,2009,9
53.347356,-6.253909,cWGurn27wcBtMjfOWKq3AA,2010,9
53.347357,-6.253905,ifDayQ8RBadVeCmMa67u0Q,2014,5
53.347359,-6.251582,ux5OWu1AZrwpT3C48TC-tA,2009,9
53.347359,-6.255926,bh9UNtF9cm4YX9wNFrWfbw,2009,6
53.347364,-6.251844,Oefp5W7jyrmKxWfRz-S_fQ,2017,4
53.347365,-6.254989,Qjueh8Vj87m0esUhWRsp9A,2017,4
53.347365,-6.251659,VxSq3b-CWn2w91gxbcYmxQ,2010,10
53.347383,-6.255027,Vc1ZFIe5jv0CQJx3SYYgmQ,2014,6
53.347383,-6.253916,OrgmsWQwtlFBKVRoGOewiQ,2014,5
53.347388,-6.251843,05PqOyexHR12hYFz8VJLdQ,2014,6
53.347388,-6.251846,6xptJtZSKpdF4uo-gq4Qqg,2012,7
53.347392,-6.251682,szzcPqJu4rtYqYD8anFprw,2014,5
53.347400,-6.253905,EAOetKqVa2WCEURvWxiUhQ,2017,4
53.347409,-6.252068,Vo67Dpo0iKZFp5R_L44rUg,2017,5
53.347413,-6.252063,Rc8S7pBjBnnf4d-n6U4FoQ,2011,5
53.347414,-6.252296,MaK3GwVaPsDPW62PJs3tow,2011,5
53.347415,-6.251640,iWiZ7WAq6s7yrrx6dvlguA,2009,9
53.347416,-6.252466,6pktnVzSpcaR_9mAgoFsOA,2011,5
53.347418,-6.252595,4JdTBXNnW0hziqEBnx544Q,2011,5
53.347422,-6.252788,FgVV8YON1K2bAZd4oWimdw,2011,5
53.347426,-6.252919,vlD7fqCTR8B7dWdUA5DZ8w,2011,5
53.347426,-6.251934,0jbWvmrxEERo7KgwXXQSFg,2011,5
53.347427,-6.252106,UxxFg5isGDq-bPHuxsrRPw,2009,6
53.347428,-6.253099,g2lCu137ZTeVirXkUxwx2w,2017,7
53.347428,-6.252847,uIKH3n5ffoALvKBJ2dftNg,2017,5
53.347430,-6.253052,HMRg_8R9fNv8GdHYgb7tyQ,2011,5
53.347430,-6.252814,BE_qLpgelJocwBILhauGvQ,2011,3
53.347430,-6.252978,P5b9w6Y8Zntvm7AQ4beTbw,2011,3
53.347433,-6.252284,hcvuxWD1xcZwFLmk_KXpjA,2009,6
53.347433,-6.253143,OuhsCXynDtcNSXXa2Y1XNA,2011,3
53.347433,-6.252580,0gHAP6_Bq_NwPND_K9Wd_g,2011,3
53.347434,-6.253270,fOdbLGnSRlORfl3lpV9Irw,2017,7
53.347434,-6.252170,9XHx0PdUpPLxVN752mm_XQ,2011,3
53.347434,-6.253148,zclLFFEqm0u8XlC4S2HyEg,2017,5
53.347435,-6.252030,jUpCGdIUtfrF2vTWPtpryQ,2009,6
53.347436,-6.252434,3ogkJZYsCqA8t8USFGZgcA,2011,3
53.347436,-6.252310,QUdA_VgWj0wlY8AFgX9Y0g,2017,7
53.347436,-6.252293,M7WtoJDjihKEDWudJeCWug,2011,3
53.347436,-6.253239,z_TNb0yXksweYjbqRkSs_w,2011,5
53.347436,-6.254000,HOsMNEwndi9yIxyQAR4qkg,2014,5
53.347436,-6.252139,OvHOy5yS6-tiIW0wHbOi_g,2014,6
53.347436,-6.252015,pW_02U1y9Y4fJD-6HFcd9w,2011,3
53.347437,-6.252053,kfQxCb6IAYXY7gO31aiVgA,2014,6
53.347437,-6.252473,Vmt6LTy4pcib8pIdU_Rp-A,2017,7
53.347437,-6.252291,PAtvX-g8K2d8BPMd-PNTRA,2017,4
53.347437,-6.253306,8nVlssvVR0zv0QUoBoV11g,2011,3
53.347438,-6.252451,Y5et8V_HEvV55MEaUYvhOw,2009,6
53.347438,-6.252138,N-SGkBDpV91Ykhogs5uSDQ,2017,7
53.347438,-6.252120,6p8wHmElzdiVgAx0iWrgYg,2014,5
53.347439,-6.252962,mePZwtXgUAPgCwrGgkgE5g,2017,7
53.347439,-6.253447,IcXe0Gv2V3NIeDk-ecLC9Q,2017,7
53.347439,-6.252470,pnd-hyHByft8sJq4Yp4TTQ,2017,4
53.347439,-6.252611,6Q-SgrIO9S2E6I5LB8EIbg,2017,7
53.347440,-6.253409,oC9WrfZCp2y82zGxGzto-A,2011,5
53.347440,-6.252028,PJQcJn818j97AE4cDtSAsQ,2014,5
53.347441,-6.252645,SlnLnkCKqYT4xRziRzKOJA,2017,4
53.347441,-6.253613,MREpTeT7KAGbGaRAIBsEtA,2017,7
53.347441,-6.252300,Io9NOckwdMbdWvNYEYchDg,2014,5
53.347441,-6.253454,Q6dvZ0ULoPxfzrwVtS3egQ,2011,3
53.347442,-6.252324,ouFwxu-Mwc86QAnWX7qc0A,2014,6
53.347442,-6.252048,eb_x5LtBcS12QVegYWTceQ,2017,7
53.347443,-6.253564,lEMqd-U_vpookkMZRtLapA,2011,5
53.347443,-6.252784,XeQwvEoXKOKr6kSzEanF6Q,2017,7
53.347443,-6.253772,OHD8rVHLOikiZ6bsdkMdsQ,2017,7
53.347444,-6.252621,nqqzGF8lWatEpzt2pBxQ5g,2009,6
53.347444,-6.252467,EfhrkFtW93Nvci87697eGA,2014,5
53.347445,-6.251974,HFlZCZ7NLPn7XuFlW_yWRQ,2011,3
53.347446,-6.253710,uk2Tc-Vw4mDkNxNF6EbN6Q,2011,5
53.347447,-6.251973,EefvwOnGTI0HmXPux8ikfQ,2014,6
53.347447,-6.252503,zEPD1t7qSbqJNB2JI8cpbQ,2014,6
53.347447,-6.253644,vX_i9L6CklvO80c0Y45mkg,2011,3
53.347447,-6.253301,vlr89mO_QCuB6E5V8-Ib4Q,2017,4
53.347447,-6.252980,EWpuu2TVKTlovydQvVxPLw,2017,4
53.347448,-6.252623,1-RkHFm_F3R07t2Be_ylcQ,2014,5
53.347448,-6.252583,Jcm8DwZEcS5TwqI5mgpglQ,2014,6
53.347449,-6.253964,SnnnEmezOy5AK7CtLjP67Q,2017,7
53.347450,-6.251870,0RTfPEyHqZo_ufnBpH73Lw,2011,5
53.347450,-6.252794,xZxA5zMFV7odVBPThaxtfw,2009,6
53.347450,-6.253749,6NVGZBGLVBMfaXFFG04xkA,2011,3
53.347450,-6.253808,nbKlF5kcLJ7GflQv-KQzqg,2017,5
53.347450,-6.253924,xT8HYMSZgJzmqTLKrBW1hA,2011,5
53.347450,-6.252770,h_KEeF0RJuCC7sJCLHXAkQ,2014,5
53.347450,-6.252751,wluVX8J8Ln-oydRnHGCSyw,2014,6
53.347451,-6.251962,a-niYr-mJWt8faTcH6iSdw,2017,7
53.347451,-6.253450,pzowSHE8QrElb5jeCg_Mcg,2017,5
53.347452,-6.251969,U3_SOKAu6fKUR021iCS7Ag,2017,5
53.347453,-6.253994,f37SvaimNAO5w5v-newaOg,2011,5
53.347453,-6.251701,ElTS4itAP90OaSRxxYbBAw,2010,10
53.347454,-6.252964,jQY4jCnFjF87GOa5CWmZQA,2009,6
53.347455,-6.254013,TNUz0hdB3EZy3idn0ewrOQ,2017,5
53.347455,-6.252984,m3H6kqdZzePSv1A7wXLYvw,2014,5
53.347455,-6.251950,gX9AAcC02QfXe1aKcu69KQ,2014,5
53.347455,-6.252996,8MWKSeE7lpKujOOF-DEy6g,2014,6
53.347456,-6.251947,AKas6VUarEPBBZM__WFXBg,2009,6
53.347457,-6.253954,WvBRpw9of-5iKuJp8o1-yQ,2011,3
53.347457,-6.253077,8v9DJdd_TF6g9nApDGfSMw,2014,6
53.347457,-6.254009,dqV52tB1tlXeG33MzJeOTg,2017,7
53.347458,-6.253132,2heoYVc2EFxcbkPworT7_g,2014,5
53.347458,-6.254165,VCqXVr2Htc0ab7KlBBJD_A,2011,5
53.347460,-6.254038,Wa20Hn2XQx71BOOer_1oqQ,2011,3
53.347460,-6.253231,wPWTzzYBBju8hhZbTDnWRw,2014,6
53.347460,-6.253126,-S4TUOaVOxEpe8Naekcm2g,2009,6
53.347462,-6.254174,UARIcLyF9xOD3FBLK0vvog,2011,3
53.347462,-6.254325,qud_Pjnoq-z1OUnQMacudg,2017,4
53.347462,-6.253286,ADJ7VF0vGMAb6qbl1cud6Q,2014,5
53.347463,-6.254304,7kl-q39FpY-g5VUpoQfOjA,2011,5
53.347463,-6.253266,B8BwIzbsM019zR5WHF0Jlw,2009,6
53.347464,-6.254351,e6aVrcTvxmEFwMnQe-AKaQ,2011,3
53.347464,-6.255118,_7PyBWcqnIvOk6vVDFPjDQ,2012,7
53.347465,-6.253456,VYuduRhwvCr1Fas8ndv1IQ,2014,6
53.347466,-6.256276,1tawTN6rC2Myy759wdfrag,2012,7
53.347466,-6.251909,x_4znBa3QzozmoQOuE2vKA,2014,6
53.347466,-6.254430,0HRSnw-3FPYGlMxBgZqa8A,2011,5
53.347466,-6.253438,kwUFpQLmxyASbOYDP2IN-A,2014,5
53.347467,-6.254440,F_z15CtoAv97F461C63kWA,2011,3
53.347468,-6.253603,Ggk9YjnWtAIkNkXiJaVgFw,2014,6
53.347469,-6.254601,iNYrXaGy4yOSO4kXC95l0A,2017,4
53.347469,-6.253438,bTvUSg2tIUtTQNrHAyP-7g,2009,6
53.347470,-6.253588,ZQp73xX_BY8ZYus0yzlFMg,2014,5
53.347470,-6.254689,gsTgqusFVhiOVAmCuaISqg,2017,5
53.347470,-6.254585,2lbvNcn6XoyN5XD__ZrjTA,2011,5
53.347471,-6.256278,OMuuUPLMSw0c9ivTr_ofhQ,2011,3
53.347471,-6.253750,wVr-dwdqzvY-eXlwsWg9WQ,2014,6
53.347471,-6.255298,DZVvsJuxTgzPzzxKJn-feA,2014,6
53.347471,-6.253577,6V3_DiPibqe0tt5PN6iX3w,2017,5
53.347472,-6.254590,l9udXgKjgTvNp3_86JhJNQ,2011,3
53.347472,-6.251872,hkmr-TAQPS9_p0l34eHwtw,2017,5
53.347472,-6.254675,C3KLmGucnrgyjRPGzZkZOg,2011,5
53.347473,-6.251892,RJHa-a4KPRGn1WWaW5WSIA,2017,7
53.347473,-6.254642,ucvlHRWlbRmS_wZNTItfhw,2011,3
53.347474,-6.256259,nilDjMI-oX2XyTGvFjOzqA,2011,5
53.347474,-6.254766,wrBDxfZCHKODM8qj8QsAPg,2011,5
53.347474,-6.253743,0MyDnP5R12CLJOgi6GymNQ,2014,5
53.347474,-6.253569,NqnoEaqMpEn3oRptdsWsoQ,2009,6
53.347475,-6.256340,6eBk0TqgRgBi__cGkUYvbg,2009,9
53.347476,-6.256281,dY4BNn91SEgbMXwRXJvMwQ,2017,5
53.347477,-6.253967,qed3gmcdXYwa6IIVkqzxOg,2014,6
53.347477,-6.254944,kGQhpaHy1H_GQI94EMq7iw,2011,5
53.347477,-6.254788,RZQq_nWtgfmB5g_m7YV4iw,2011,3
53.347479,-6.254178,eiWe3UIeOKd1XHlzrsEQ7g,2017,7
53.347479,-6.254038,wSFwcqlqCRXVnjjN-aeAvQ,2014,6
53.347479,-6.251668,OaAO4fm99Pz6lpvR_nxhFA,2009,9
53.347480,-6.255089,ulKtepvSOao-OJptGFgcUg,2011,5
53.347481,-6.254934,PVIRTub8pZFxaOxPiX3FkQ,2011,3
53.347482,-6.251889,ex0O8Q6L5nno8f-WMcOwAw,2014,5
53.347482,-6.254933,mXdoZk4liBvf9SAEiyBHrg,2014,6
53.347483,-6.253804,TZuJJbf1fA3yCMl_iEpryQ,2009,6
53.347483,-6.255520,Su4oz7oS5CSBOYXF5Wmk_g,2009,9
53.347483,-6.251893,1kJNVEiFtyRLcN9RxrqK8g,2011,3
53.347483,-6.253960,WhupUcO_sKGEK7rkwUWULQ,2009,6
53.347484,-6.254179,A52nbRQVUeEWBLkVWPw7ZA,2014,6
53.347484,-6.255094,uYgO8WeBB1j6A1bDF6NT2A,2011,3
53.347484,-6.255258,m20aL-6lGg7KZpZG02Op4A,2011,5
53.347485,-6.255673,8m362t74Ke4ucWlHRneEIw,2009,9
53.347485,-6.254997,U66OdHdATC9fuv9UjlT_Pw,2009,9
53.347485,-6.254028,3B_zYC80SIEHtxZAQzwtbA,2009,6
53.347485,-6.255481,VGyT9rnBeV6TjNvasvzxtw,2014,6
53.347486,-6.251713,nUE186TtAUeVI052LcXOIw,2014,5
53.347486,-6.256141,Rq8jQLCbzCBDHlqDdcXKGg,2017,5
53.347486,-6.254338,CSLb7PmEB0X7i9GLgD4_rg,2017,7
53.347487,-6.256139,flP2UqdNRPSt8J78XFqkqA,2012,7
53.347487,-6.256078,rGGA0_oXYxu1GyRSyBG8JA,2011,5
53.347488,-6.256106,rKx6UB2XPQ1q3m5BqN17rw,2011,3
53.347488,-6.254314,ChOeWdLbULu1MhNFfCsUmw,2014,6
53.347488,-6.254199,WddaN7T83sUXYITEhsqNLw,2014,5
53.347488,-6.256170,SWI-UFChszoOVtBmK6dN1w,2009,9
53.347488,-6.254423,EOqkNpw0ppA1-RI2QJOFfQ,2017,7
53.347489,-6.254941,lgmvlE9WU30RhMC388FWug,2017,5
53.347489,-6.256272,Z9h-1Yt8D8k3HNxH4s4hNQ,2009,6
53.347490,-6.255273,TDf_MqD1NmX64ADuMjEaoA,2011,3
53.347490,-6.255943,nK5-zi-yU2wJbRRNLYz_2Q,2014,6
53.347490,-6.255431,GQennHfymaJmYj8W_lylJA,2011,5
53.347491,-6.254571,pC4-P42bd2wicYMDfaIAOg,2017,7
53.347491,-6.254450,6A5PywaI78yOUBYsW1nnEA,2014,6
53.347491,-6.251885,0MtxCYuYoNZ9BJG7-ggMTw,2009,6
53.347492,-6.255855,_Y-6dbLsOZqLiRvCt3T3oQ,2009,9
53.347492,-6.254637,bz_Q26OF9Sn4kcLoSHIG5w,2017,7
53.347492,-6.254353,Iz7EnMp6_xVvgZHJwHwLxw,2014,5
53.347492,-6.254196,ryycUDXy3uNIIy0VsGZ6nw,2009,6
53.347493,-6.255099,O0n1NOQ3FZITsOl0KofR7w,2017,5
53.347493,-6.255982,nio9mNqvNWU3C9mfIa6Grw,2017,5
53.347494,-6.255964,uhmjU1I9rT86ERKB0JVv_g,2017,5
53.347494,-6.254583,qNRwJD_EeATqGlMGi67Ysg,2014,6
53.347494,-6.255950,h7C-JU8dTuwRX1aWvcLXvg,2011,5
53.347494,-6.254430,LjVLvyve5OE3tbhEl934OA,2014,5
53.347494,-6.254782,d8T6kc-pmXqD0J-HPTg6Mg,2017,7
53.347494,-6.255459,-NAiQhMM3mfuhtoxbuuMTQ,2011,3
53.347495,-6.255573,SVuWFXJM-q5AV2r0XE-3wA,2011,5
53.347495,-6.256023,WdloKAwH-_D0TzW1AqFQQQ,2009,9
53.347495,-6.254644,p1LTYfRWU0pDL_89E4fw3A,2014,6
53.347495,-6.255980,479vINm3Lkqb3EkDNKCSxQ,2011,3
53.347495,-6.255287,ptkWILgc9FFazqp-DV9aSg,2017,5
53.347497,-6.254352,VRAyXs7SzGQ2_vPNBotizg,2009,6
53.347497,-6.254574,dk9YYp_Ru6xNsyZ7RfDV_A,2014,5
53.347497,-6.254417,l2FQsQWY6lYCm7gamI3Tow,2017,5
53.347497,-6.255586,UFNmhBe9OVaU23b0093YbA,2011,3
53.347498,-6.255738,nLv8EZRA04_f5mR4si0d6w,2011,5
53.347498,-6.254621,eTDzcysaPkYPjcckW_X1-Q,2014,5
53.347498,-6.254592,4lcWf_0sPyhkK_gaDE1ZUA,2009,6
53.347498,-6.255459,kfQW51oMbYjTK3U5n1excQ,2017,5
53.347499,-6.255784,cWBAABY6n2PMC8fm4g15kQ,2017,5
53.347499,-6.255603,XaHCJMUvyS341HuGwaVI_Q,2017,5
53.347500,-6.255718,gLfrpzJgt_Ll_tAlcScxng,2011,3
53.347500,-6.256144,kDGK6EvNglu0oQwcUP4h5Q,2009,6
53.347500,-6.254974,5-9X4tz_fjjl0t3k7J02eA,2017,4
53.347501,-6.254780,EV4fm0ePHaUVZN1WNTTp6g,2014,5
53.347502,-6.254403,pYP-tR5RbASvFm9oFcsFCQ,2009,6
53.347503,-6.254638,QOp3tvoxD4r3h6Ny6VfEhQ,2009,6
53.347504,-6.256238,2NT-RK3JDGe_rxHosQDYLA,2014,5
53.347505,-6.254906,XFQHY0v0qjODfpX-lDS96A,2014,5
53.347506,-6.255980,5quS6bRj_56zrJNtc04iZA,2012,7
53.347508,-6.256014,9nsAALMrK25tfVkCQC8Xbw,2009,6
53.347510,-6.255073,imzbHEp8WOwUXEjcZZhLZA,2009,6
53.347511,-6.255948,tXKxczYW_JP6IFV8gId0xg,2009,6
53.347512,-6.255257,L_xGc27vQZPs-n_ozPYEIA,2009,6
53.347512,-6.255321,adSDU-fPkSBYA5OB3KRvcg,2012,7
53.347513,-6.254830,LOXRNZDc-Ho6yPsU9YCYUg,2009,6
53.347514,-6.256095,59JSgmjBksrOdn1L2sJptw,2014,5
53.347514,-6.255443,rDnF4OKRMvTPlYmsy0E36Q,2009,6
53.347515,-6.255567,TB3apUIpjCYi-u9cOEtalQ,2009,6
53.347515,-6.255754,YiGAti39DBo0INOj7ovweg,2009,6
53.347518,-6.255822,SsbFrO64vZ6WNNoPLrdfYA,2012,7
53.347519,-6.255484,ttzXLsjadtKjc_g6Q8rwAQ,2012,7
53.347519,-6.254930,q8VfD6agT4yUlj6qWR5_Tg,2017,7
53.347520,-6.255946,3fdoI0RKzhEGV0fXxZN24A,2014,5
53.347520,-6.255663,1wA_RnDG9CPui1TCxqLGnA,2012,7
53.347523,-6.255636,Pa1mDyl0hEtXdK3QfVKN5g,2014,5
53.347524,-6.251840,dMXbjtXpq2xyJv3oKItjfA,2014,5
53.347526,-6.254989,nTLe3jry6iA4TBBCMNwH7w,2009,9
53.347541,-6.254969,IaPDUlrvHnWzuK-_qSEtKw,2017,4
53.347550,-6.254954,Bok9BKrF-PJDQrQVBU1d1Q,2014,5
53.347550,-6.251823,g9z5b1H0CW_zaX6T__rLGw,2014,6
53.347556,-6.254927,FjthBL2ruey0t2cYFcM7jQ,2009,6
53.347557,-6.251817,9CHqaYm4i3pRx0yCuXG-Bw,2017,7
53.347557,-6.251774,KHvOTXwtB-J9WktvgURrFw,2011,5
53.347560,-6.254972,l7WZJHA1dmoGDMN745CwZw,2017,7
53.347563,-6.251771,GY7RR2HTzMy90MIXHZK5HA,2009,9
53.347568,-6.251818,ouQI49Ok0VjeJw9nxydUFw,2017,5
53.347571,-6.251827,SaA0oKu_2qS_OasnubbKog,2011,3
53.347578,-6.254921,-ocTWT7Pke7tL-dWrMsF8w,2014,6
53.347584,-6.251808,WDrlDrp41LGIIwpswsjnTQ,2009,6
53.347588,-6.251657,A8NR4v-5E4BMmCRn17xp1Q,2009,9
53.347588,-6.251674,GkaqmPOeTG9aWbdziiQCMw,2014,5
53.347597,-6.251680,kpcF8OaHIpJpsnpZvzo0TQ,2010,10
53.347600,-6.254976,-4tge7ywMxRCZ2utjt3Lsg,2009,9
53.347611,-6.254978,gfXbELvxzUYU4n4rph6pew,2017,7
53.347615,-6.251751,6360X37ATF6hbPtEPbX08g,2011,5
53.347617,-6.254912,eumhVb8E_zLLXk8ZOZMWtw,2009,6
53.347618,-6.254963,19y7L_oDXaC7Z8_dTOUPyg,2017,4
53.347623,-6.251783,jCUCiPCIlknDk_eqKYpeng,2017,7
53.347624,-6.251797,7WG3IBmRAd9tWekNVnRN1g,2014,6
53.347626,-6.251793,XaOQtJJNHQ-DjzeIweIu3A,2009,6
53.347626,-6.254917,8Uya2t_W7D8n2TM8b8AJYg,2014,6
53.347636,-6.251789,bzlL4RR5-XbekR-a-59Sqg,2017,4
53.347639,-6.251746,IzC5PhF3CPw2wsyBNEieyA,2012,7
53.347644,-6.251801,9uoAOZJXb2Jc3L9qvjvx2g,2011,3
53.347653,-6.251767,GEg9xvvgD-KHcXbscvSSNw,2017,7
53.347664,-6.251786,rPRLSo74XR9Toc8Cf0pfFw,2014,6
53.347671,-6.251779,VvLJQ_RNkknMCm5h0BoXXw,2009,6
53.347680,-6.251733,QU6AB7qukFPW2MzsUY1Jtw,2011,5
53.347681,-6.251728,pdx1axsU0gr4QLjCm6KgBA,2012,7
53.347697,-6.251781,-RI485hGV_LC6YWWiFv89w,2014,5
53.347699,-6.254958,FitriQ2oNXpBX7pcM0u93g,2017,4
53.347702,-6.251733,unrDYaD_SPvvYCB25FFhCA,2017,4
53.347703,-6.255000,_CvWmGul3bIrmQr57rS__w,2014,6
53.347703,-6.254954,3t5kFUgl510BOFpwR1-5ig,2009,9
53.347703,-6.251742,c5L3JMGULGYwISWr7HC-gw,2017,7
53.347706,-6.251775,D1bUCxjsztR7SwsP3sM09w,2014,6
53.347710,-6.251779,N_PH2SOzPbr12Mm0hxeQfg,2009,6
53.347712,-6.254967,qxBQ2j9fhCexP46wdOi4ng,2017,7
53.347714,-6.251724,9wTW_ULODDbw5YB_LPcHjQ,2011,5
53.347715,-6.254910,d3CwT50amEr0OkhjZebd0Q,2009,6
53.347729,-6.251770,jThB8DegH_mbiZUZC61XEw,2011,3
53.347762,-6.254914,QLGAbzVvMxRv1k65Ga7iag,2017,4
53.347776,-6.254904,kkaAg_Wz-CC32jBXgC1z1Q,2009,6
53.347788,-6.251705,tI8SWMqr80T1g4SC6HtijA,2011,5
53.347788,-6.254995,eAbgWeqwWelsy4XySk8Vqg,2014,6
53.347791,-6.251693,kWwy8PemxnVcNwqcc91IKA,2014,6
53.347793,-6.251706,WhCP0BzvIH3CT4JbOw4K7g,2017,4
53.347794,-6.254929,0Gh9I5ZEiRp8KujTsjKm8w,2009,9
53.347794,-6.254955,RZei_PvQoIbEdQj_ETzAbg,2017,7
53.347796,-6.251710,RPzFHmOh4f5gq1Lfdy37Zw,2017,7
53.347809,-6.251753,ul8p3dNqTlsO3DDLU6-ZEA,2014,5
53.347813,-6.251673,omCzJpSd2Gpo-2KNZQqjGw,2012,7
53.347820,-6.251736,AXd1ARGZGAowQ8poN8bRnw,2011,3
53.347826,-6.251732,1zN5XNHY48O9yuW_V2tfFQ,2009,6
53.347830,-6.254945,iIUQrTBMKY15fx8MyCmd0Q,2014,6
53.347831,-6.254919,eODd4ATy-9CID1lIfCl2sw,2017,4
53.347849,-6.254897,Xar_jA3THbjzGg4ST8NJNg,2009,6
53.347850,-6.254912,anXeWq-JJJUeD7M9xe3Bqg,2009,9
53.347866,-6.254947,7yK9Ll3wO30n8c2i3BE90w,2017,7
53.347866,-6.251684,Ovj4vdTKXn9efMKfrIt5ZQ,2011,5
53.347875,-6.251662,mBAVhGDhzx7CgTLQi8gW8w,2014,6
53.347880,-6.251679,F0TPMElhH9OMTx-hWW1hiA,2017,4
53.347882,-6.251681,7xMDg1wvM7RK9-t2eay2zA,2017,7
53.347889,-6.251731,ZPiV3BHsqXEFc0w-ZF_GMw,2014,5
53.347895,-6.251723,nSns6BLY5vX60bwx9idUaQ,2009,6
53.347903,-6.254940,sq2aRRzBYLo3WYLlQPKWMw,2014,6
53.347906,-6.254901,xoRVd5qT-Oh-peMXcwvxuw,2009,9
53.347907,-6.251638,wzvPScoTP3CsLdMOclSFpQ,2012,7
53.347913,-6.251702,L7R1ksCuZ10ghAniOPJRAw,2011,3
53.347921,-6.254939,ylXH7dg4lQdm5fmW81e4_Q,2017,4
53.347923,-6.254929,QjIpe77xf951jm8Qzu_Xww,2009,6
53.347932,-6.254941,9vZsqhuHlxUkdX-1beZO7A,2017,7
53.347957,-6.251620,OY0NehJIcwBTqF8KDWyMmA,2012,7
53.347958,-6.246921,frMAs51kCQnCKkje2vVONg,2009,9
53.347960,-6.246858,mvcxmD803jHqabSM3NTOHA,2010,10
53.347963,-6.251621,PaqJ8tveNb1tA_BaIaRNOw,2014,6
53.347972,-6.246886,6OFfSwGET4ep-SKN9rfoXg,2009,6
53.347974,-6.246867,1TEXpV_TrSImvBvQh_Dkfw,2017,7
53.347976,-6.246880,RRFwDa_SkzM1h68g9UZVxg,2012,7
53.347978,-6.247032,ePbE0xfEgFoKG6HPc4Bxug,2010,10
53.347980,-6.247016,ljXVkbN5s8inTOi_G7gvOA,2009,6
53.347982,-6.246964,KBVNRTPOj6JKqK2iX6adpg,2012,7
53.347982,-6.251638,0r7DG5o07wYfUW341rfDnQ,2017,7
53.347986,-6.247027,1S57Y7BzlGmwpyrWrdRouA,2017,7
53.347986,-6.247334,lHBqfrUL8Z_PN4VJFr-j5A,2009,9
53.347987,-6.247139,X9skTpQE83BuLN4Ag1vu7w,2009,6
53.347991,-6.251651,t5H94bo5RrW06e5D_e2q2A,2011,5
53.347994,-6.247127,z-HY-yP0XrO4-pWqZRj1dQ,2012,7
53.347996,-6.247211,VLC56G3S_Wy45gvrdBR05A,2010,10
53.347996,-6.247178,xD0jvoHU0D8Q2XCuuT50iQ,2017,7
53.348002,-6.251672,nchPY1tw5ClpjNGGHjHFuA,2011,3
53.348002,-6.251682,Xci5QZ0lUDjvTSXClCbV8w,2009,6
53.348004,-6.247574,Kr-P-Fmh3uwud6808Te5Pg,2009,9
53.348004,-6.247300,dIdDCaVSdQIPLujSXnKLHA,2010,10
53.348005,-6.247299,la4Ivvn4VWO1N52QbED8_A,2012,7
53.348007,-6.247326,Zuz-AAxEBOtGP5pLkk8lPg,2017,7
53.348008,-6.247536,r6p_XInYSLXLKoLfMRm-xA,2009,6
53.348009,-6.246858,pnle1I8g9wrCzoYruGyTbw,2017,4
53.348010,-6.246826,Gs2ykzw3Lo1sLLgl6xYUZg,2009,3
53.348012,-6.246896,Pg2qDSLDcUjNQ7BtkCecwg,2014,6
53.348016,-6.251680,W5WooJh-jbrvX3DsTdp0HA,2017,4
53.348017,-6.247515,kb1y77iAZXyxRiSdqd3bmw,2014,5
53.348019,-6.247576,sXDdzrOYy6msd3UCO_Gicw,2010,10
53.348020,-6.247748,uyTc3ITNpyhbib4p87ic7g,2009,6
